FAMÍLIA;SUB-FAMÍLIA;CODIGO SINAPI;DESCRIÇÃO;FABRICANTE DE REFERÊNCIA;UN.;PREÇO MÉDIO R$;DATA DE ATUALIZAÇÃO;FONTE DO PREÇO MÉDIO
CA BT;CONECTOR;1603;"Conector de Aluminio Tipo Prensa Cabo, Bitola 2"", Para Cabos de Diametro de 47,5 a 50 mm";-;un.;73,54;dez/24;SINAPI 2024
CA BT;CONECTOR;1599;"Conector de Aluminio Tipo Prensa Cabo, Bitola 3/4"", Para Cabos de Diametro de 17,5 a 20 mm";-;un.;14,91;dez/24;SINAPI 2024
CA BT;CONECTOR;1597;"Conector de Aluminio Tipo Prensa Cabo, Bitola 3/8"", Para Cabos de Diametro de 9 a 10 mm";-;un.;12,08;dez/24;SINAPI 2024
CA BT;CONECTOR;NÃO ENCONTRADO;Conector de Derivação tipo Cunha Simétrico Tipo I - Soma dos Condutores 11,19mm (Mín) 14,01mm (Máx);CDCR-I-CI - Intelli;un.;14,29;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-derivacao-cobre-simetrico-738182-4-cdcr-i-ci-intelli-09990053/p?skuId=12266
CA BT;CONECTOR;NÃO ENCONTRADO;Conector de Derivação tipo Cunha Simétrico Tipo III - Soma dos Condutores 7,68mm (Mín) 9,50mm (Máx);CDCR-III-VM - Intelli;un.;5,35;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-derivacao-cobre-simetrico-738180-8-cdcr-iii-vm---intelli/p?skuId=12269
CA BT;CONECTOR;NÃO ENCONTRADO;Conector de Derivação tipo Cunha Simétrico Tipo VII - Soma dos Condutores 14,02mm (Mín) 16,78mm (Máx);CDCR-VII-VMB - Intelli;un.;10,79;21/01/2026;https://www.dimensional.com.br/conector-deriv-vii-vm-br-tipo-cunha-cdcrviivmb-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector de Derivação tipo Cunha Simétrico Tipo VIII - Soma dos Condutores 18,73mm (Mín) 20,22mm (Máx);CDCR-VIII-VDB - Intelli;un.;15,79;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-738188-3-70mm-1-0awg-tp--viii-444385-2-09990144/p?skuId=12273
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 10-120mm² 8-4/0AWG/MCM Derivação 1,5-6mm² 16-10AWG/MCM;CDP-6 - Intelli;un.;;;-
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 10-150mm² 8-300AWG/MCM Derivação 4-35mm² 12-2AWG/MCM;CDP-150-35 - Intelli;un.;16,69;16/01/2026;https://www.dimensional.com.br/conector-derivacao-10-150mm2-cdp-cdp15035---intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 10-185mm² 8-336,4AWG/MCM Derivação 1,5-10mm² 16-8AWG/MCM;CDP-150-10 - Intelli;un.;9,89;16/01/2026;https://www.dimensional.com.br/conector-emenda-fios-cabos-derivacao-cobre-0-6-1kv-10-150mm2-cdp15010-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 10-95mm² 8-3/0AWG/MCM Derivação 1,5-10mm² 16-8AWG/MCM;CDP-70 - Intelli;un.;8,29;16/01/2026;https://www.dimensional.com.br/conector-de-derivacao-perfurante-10-a-95mm-cdp70-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 16-120mm² 6-4/0AWG/MCM Derivação 16-120mm² 6-4/0AWG/MCM;CDP-16-120 - Intelli;un.;;;-
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 25-150mm² 4-300AWG/MCM Derivação 25-150mm² 4-300AWG/MCM;CDP-120-120 - Intelli;un.;25,19;16/01/2026;https://www.dimensional.com.br/conector-derivacao-perfurante-25-a-150-mm2-cdp-cdp120120-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 50-240mm² 1/0-477AWG/MCM Derivação 50-240mm² 1/0-477AWG/MCM;CDP-240-240S - Intelli;un.;42,99;16/01/2026;https://www.dimensional.com.br/conector-derivacao-perf-0-6-1kv-50-a-240mm2-pt-cdp-cdp24024-cdp240240s-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Perfurante - Condutor Principal 70-240mm² 2/0-477AWG/MCM Derivação 70-240mm² 2/0-477AWG/MCM;CDP-240-240 - Intelli;un.;76,49;16/01/2026;https://www.dimensional.com.br/conector-deriv-0-6-1kv-70-240mm2-pt-cdp-cdp240240-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Tipo Cunha Assimétrico Tipo A - Soma dos Condutores 9,10mm (Mín) 10,95mm (Máx);CDC-A-VI - Intelli;un.;9,38;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-assimetrico-738183-2-02-35x25-6mm-a-688652-1-cdc-a-vi-intelli-09990133/p?skuId=11207
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Tipo Cunha Assimétrico Tipo C - Soma dos Condutores 13,11mm (Mín) 14,75mm (Máx);CDC-C-MA - Intelli;un.;10,39;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-assimetrico-738184-0-2-0-1-0x6-16-25mm-688357-1-cdc-c-ma-intelli-09990134/p?skuId=11208
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Tipo Cunha Assimétrico Tipo D - Soma dos Condutores 14,75mm (Mín) 17,00mm (Máx);CDC-D-BR - Intelli;un.;11,51;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-cobre-assimetrico-2-0-70x16mm-cdc-d-br-738185-9-intelli-09990139/p?skuId=17748
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Derivação Tipo Cunha Assimétrico Tipo L - Soma dos Condutores 16,43mm (Mín) 19,45mm (Máx);CDC-L-CIAZ - Intelli;un.;7,29;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-derivacao-cobre-assimetrico-738191-3-cdc-l-ciaz-intelli-09990057/p?skuId=4480
CA BT;CONECTOR;39602;Conector Macho Rj 45, Categoria 5 e (Cat 5E) Para Cabos;MPT;un.;1,97;dez/24;SINAPI 2024
CA BT;CONECTOR;39603;Conector Macho Rj 45, Categoria 6 (Cat 6) Para Cabos;-;un.;4,2;dez/24;SINAPI 2024
CA BT;CONECTOR;11821;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Com Separador de Cabos Bimetalicos, Para Cabos Ate 25 mm2;-;un.;9,92;dez/24;SINAPI 2024
CA BT;CONECTOR;1562;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Com Separador de Cabos Bimetalicos, Para Cabos Ate 50 mm2;-;un.;16,25;dez/24;SINAPI 2024
CA BT;CONECTOR;1563;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Com Separador de Cabos Bimetalicos, Para Cabos Ate 70 mm2;-;un.;21,8;dez/24;SINAPI 2024
CA BT;CONECTOR;11856;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 10 mm2;-;un.;6,5;dez/24;SINAPI 2024
CA BT;CONECTOR;11857;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 120 mm2;-;un.;34,21;dez/24;SINAPI 2024
CA BT;CONECTOR;11858;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 150 mm2;-;un.;42,46;dez/24;SINAPI 2024
CA BT;CONECTOR;1539;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 16 mm2;-;un.;7,64;dez/24;SINAPI 2024
CA BT;CONECTOR;11859;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 185 mm2;-;un.;57,76;dez/24;SINAPI 2024
CA BT;CONECTOR;1550;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 25 mm2;-;un.;8,06;dez/24;SINAPI 2024
CA BT;CONECTOR;11854;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 35 mm2;-;un.;10,07;dez/24;SINAPI 2024
CA BT;CONECTOR;11862;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 50 mm2;-;un.;14,12;dez/24;SINAPI 2024
CA BT;CONECTOR;11863;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 6 mm2;-;un.;5,7;dez/24;SINAPI 2024
CA BT;CONECTOR;11855;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 70 mm2;-;un.;21,08;dez/24;SINAPI 2024
CA BT;CONECTOR;11864;Conector Metalico Tipo Parafuso Fendido (Split Bolt), Para Cabos Ate 95 mm2;-;un.;31,87;dez/24;SINAPI 2024
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Rápido Tipo B Click Sm-Fbwapc;SUMAY;un.;;;-
CA BT;CONECTOR;2527;"Conector Reto de Aluminio Para Eletroduto de 1 1/2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;8,96;dez/24;SINAPI 2024
CA BT;CONECTOR;2526;"Conector Reto de Aluminio Para Eletroduto de 1 1/4"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;5,74;dez/24;SINAPI 2024
CA BT;CONECTOR;2483;"Conector Reto de Aluminio Para Eletroduto de 1"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;4,08;dez/24;SINAPI 2024
CA BT;CONECTOR;2487;"Conector Reto de Aluminio Para Eletroduto de 1/2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;1,96;dez/24;SINAPI 2024
CA BT;CONECTOR;2528;"Conector Reto de Aluminio Para Eletroduto de 2 1/2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;22,54;dez/24;SINAPI 2024
CA BT;CONECTOR;2489;"Conector Reto de Aluminio Para Eletroduto de 2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;9,93;dez/24;SINAPI 2024
CA BT;CONECTOR;2484;"Conector Reto de Aluminio Para Eletroduto de 3"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;32,74;dez/24;SINAPI 2024
CA BT;CONECTOR;2488;"Conector Reto de Aluminio Para Eletroduto de 3/4"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;2,29;dez/24;SINAPI 2024
CA BT;CONECTOR;2485;"Conector Reto de Aluminio Para Eletroduto de 4"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;51,32;dez/24;SINAPI 2024
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Tipo Cunha de Alumínio - Soma dos Condutores 10,41mm (Mín) 13,46mm (Máx);CADC-105 - Intelli;un.;7,49;21/01/2026;https://www.dimensional.com.br/conector-deriv-4-a-6-mm2-vm-tipo-cunha-cadc105-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Tipo Cunha de Alumínio - Soma dos Condutores 13,08mm (Mín) 16,66mm (Máx);CADC-103 - Intelli;un.;7,99;21/01/2026;https://www.dimensional.com.br/conector-deriv-2-4awg-vm-tipo-cunha-cadc103-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Tipo Cunha de Alumínio - Soma dos Condutores 20,67mm (Mín) 25,66mm (Máx);CADC-208 - Intelli;un.;23,69;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-derivacao-738199-9-2-0x2-0-4-0-x1-0-600458-0-cadc-208-intelli-09990132/p?skuId=11206
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Tipo Cunha de Alumínio - Soma dos Condutores 24,86mm (Mín) 28,70mm (Máx);CADC-211 - Intelli;un.;19,93;22/01/2026;https://www.eletrotrafo.com.br/conector-cunha-de-aluminio-p--4-0x4-0-d--3-0x4-0-cadc-211-intelli-02010136/p?skuId=16333
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Tipo Cunha de Alumínio - Soma dos Condutores 8,41mm (Mín) 11,81mm (Máx);CADC-104 - Intelli;un.;9,49;21/01/2026;https://www.dimensional.com.br/conector-deriv-6awg-vm-tipo-cunha-cadc104-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Tipo Cunha de Alumínio com Estribo (modelo normal) - Condutor CA/CAA 4-2AWG/MCM Estribo 2AWG;CAEN-103 - Intelli;un.;33,29;16/01/2026;https://www.dimensional.com.br/conector-deriv-2-4awg-vm-estribo-caen103-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Conector Tipo Cunha de Alumínio com Estribo (modelo normal) - Condutor CA/CAA 8-6AWG/MCM Estribo 2AWG;CAEN-105 - Intelli;un.;14,99;22/01/2026;https://www.eletrotrafo.com.br/conector-estribo-c-cunha-aluminio-6awg-caen-105---intelli/p?skuId=4476
CA BT;CONECTOR;NÃO ENCONTRADO;Estribos Tipo ACB para conectores - Seção 120mm² 4/0AWG/MCM;ACB-60 (PADRÃO CEMIG/CPFL) - Intelli;un.;;;-
CA BT;CONECTOR;NÃO ENCONTRADO;Estribos Tipo ACB para conectores - Seção 35mm² 2AWG/MCM;ACB-35 - Intelli;un.;24,29;16/01/2026;https://www.dimensional.com.br/alca-p-conector-estribo-acb-35-2345-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Estribos Tipo ACB para conectores - Seção 50mm² 1/0AWG/MCM;ACB-44 - Intelli;un.;;;-
CA BT;CONECTOR;NÃO ENCONTRADO;Estribos Tipo ACB-E para conectores - Seção 35mm² 2AWG/MCM;ACB-38-E - Intelli;un.;26,99;16/01/2026;https://www.dimensional.com.br/alca-p-conector-estribo-acb-38-e-7397-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Estribos Tipo ACH para conectores - Seção 35mm² 2AWG/MCM;ACH-35 - Intelli;un.;21,59;16/01/2026;https://www.dimensional.com.br/alca-p-conector-estribo-ach-35-7396-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;Termo Retrátil - Tt-10/Pt Rolo - Rolo Com 200m (Para Cabos de 10mm² e 6mm²);-;un.;722;09/01/2026;https://www.lojacentraleletrica.com.br/busca&nome=tubo-termo-retr%c3%81til
CA BT;CONECTOR;NÃO ENCONTRADO;Termo Retrátil - Tt-16/Pt Rolo - Rolo Com 200m (Para Cabos de 50mm²);-;un.;;;-
CA BT;CONECTOR;NÃO ENCONTRADO;Termo Retrátil - Tt-20/Pt Rolo - Rolo Com 200m (Para Cabos de 95mm²);-;un.;;;-
CA BT;CONECTOR;NÃO ENCONTRADO;Termo Retrátil - Tt-6/Pt Rolo - Rolo Com 200m (Para Cabos de 2,5mm²);-;un.;380;09/01/2026;https://www.saravati.com.br/tubo-termo-retratil-espaguete-2-5mm-preto.html
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Caixa Moldada Tramontina - 3X100A;INFRA ELETROCALHAS;un.;301,2;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Caixa Moldada Tramontina - 3X150A;INFRA ELETROCALHAS;un.;373,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Caixa Moldada Tramontina - 3X200A;INFRA ELETROCALHAS;un.;373,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Caixa Moldada Tramontina - 3X250A;INFRA ELETROCALHAS;un.;435,1;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Bipolar Tramontina - 2X10A;INFRA ELETROCALHAS;un.;32,5;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Bipolar Tramontina - 2X16A;INFRA ELETROCALHAS;un.;32,5;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Bipolar Tramontina - 2X20A;INFRA ELETROCALHAS;un.;32,5;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Bipolar Tramontina - 2X25A;INFRA ELETROCALHAS;un.;32,5;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Bipolar Tramontina - 2X32A;INFRA ELETROCALHAS;un.;32,5;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Bipolar Tramontina - 2X40A;INFRA ELETROCALHAS;un.;32,5;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Bipolar Tramontina - 2X6A;INFRA ELETROCALHAS;un.;56,5;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Mono Tramontina - 1X10A;INFRA ELETROCALHAS;un.;9,95;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Mono Tramontina - 1X16A;INFRA ELETROCALHAS;un.;9,95;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Mono Tramontina - 1X20A;INFRA ELETROCALHAS;un.;9,95;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Mono Tramontina - 1X25A;INFRA ELETROCALHAS;un.;9,95;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Mono Tramontina - 1X32A;INFRA ELETROCALHAS;un.;9,95;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Mono Tramontina - 1X6A;INFRA ELETROCALHAS;un.;24,75;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X100A;INFRA ELETROCALHAS;un.;165,15;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X10A;INFRA ELETROCALHAS;un.;46,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X16A;INFRA ELETROCALHAS;un.;46,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X20A;INFRA ELETROCALHAS;un.;46,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X25A;INFRA ELETROCALHAS;un.;46,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X32A;INFRA ELETROCALHAS;un.;46,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X40A;INFRA ELETROCALHAS;un.;46,65;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X50A;INFRA ELETROCALHAS;un.;48,95;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X63A;INFRA ELETROCALHAS;un.;48,95;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;NÃO ENCONTRADO;Disjuntor Din Tripolar Tramontina - 3X80A;INFRA ELETROCALHAS;un.;165,15;08/01/2026;https://www.infraeletrocalhas.com.br/disjuntores.asp?produto=disjuntores-e-quadros
CA BT;DISJUNTOR;34729;Disjuntor Termomagnetico Ajustavel, Tripolar de 100 Ate 250A, Capacidade de Interrupcao de 35kA;-;un.;1075,69;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34734;Disjuntor Termomagnetico Ajustavel, Tripolar de 300 Ate 400A, Capacidade de Interrupcao de 35kA;-;un.;1665,52;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34738;Disjuntor Termomagnetico Ajustavel, Tripolar de 450 Ate 600A, Capacidade de Interrupcao de 35kA;-;un.;3891,18;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34623;Disjuntor Termomagnetico Para Trilho Din (Iec), Bipolar, 40 - 50 A;-;un.;46,63;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34616;Disjuntor Termomagnetico Para Trilho Din (Iec), Bipolar, 6 - 32 A;-;un.;47,35;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34628;Disjuntor Termomagnetico Para Trilho Din (Iec), Bipolar, 63 A;-;un.;66,79;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34686;Disjuntor Termomagnetico Para Trilho Din (Iec), Monopolar, 40 - 50 A;-;un.;12,25;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34653;Disjuntor Termomagnetico Para Trilho Din (Iec), Monopolar, 6 - 32 A;-;un.;8,26;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34688;Disjuntor Termomagnetico Para Trilho Din (Iec), Monopolar, 63 A;-;un.;14,97;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34709;Disjuntor Termomagnetico Para Trilho Din (Iec), Tripolar, 10 - 50 A;-;un.;58,02;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34714;Disjuntor Termomagnetico Para Trilho Din (Iec), Tripolar, 63 A;-;un.;69,3;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2391;Disjuntor Termomagnetico Tripolar 125 A / 425 V / Icc - 25 kA;-;un.;316,48;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2374;Disjuntor Termomagnetico Tripolar 150 A / 600 V, Tipo Fxd / Icc - 35 kA;-;un.;359,04;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2377;Disjuntor Termomagnetico Tripolar 200 A / 600 V, Tipo Fxd / Icc - 35 kA;-;un.;503,87;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2393;Disjuntor Termomagnetico Tripolar 250 A / 600 V, Tipo Fxd;-;un.;843,8;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34705;Disjuntor Termomagnetico Tripolar 3 X 250 A/Icc - 25 kA;-;un.;738,02;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34707;Disjuntor Termomagnetico Tripolar 3 X 350 A/Icc - 25 kA;-;un.;1367,57;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34544;Disjuntor Termomagnetico Tripolar 3 X 400 A / Icc - 25 kA;-;un.;1367,43;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2378;Disjuntor Termomagnetico Tripolar 300 A / 600 V, Tipo Jxd / Icc - 40 kA;-;un.;1159,07;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2379;Disjuntor Termomagnetico Tripolar 400 A / 600 V, Tipo Jxd / Icc - 40 kA;-;un.;1159,07;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2376;Disjuntor Termomagnetico Tripolar 600 A / 600 V, Tipo Lxd / Icc - 40 kA;-;un.;1908,98;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2394;Disjuntor Termomagnetico Tripolar 800 A / 600 V, Tipo Lmxd;-;un.;4081,06;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2388;Disjuntor Tipo Nema, Bipolar 10 Ate 50 A, Tensao Maxima 415 V;-;un.;57,58;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34606;Disjuntor Tipo Nema, Bipolar 60 Ate 100A, Tensao Maxima 415 V;-;un.;88,33;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2370;Disjuntor Tipo Nema, Monopolar 10 Ate 30A, Tensao Maxima de 240 V;-;un.;10,7;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2386;Disjuntor Tipo Nema, Monopolar 35 Ate 50 A, Tensao Maxima de 240 V;-;un.;17,95;dez/24;SINAPI 2024
CA BT;DISJUNTOR;34689;Disjuntor Tipo Nema, Monopolar de 60 Ate 70A, Tensao Maxima de 240 V;-;un.;28,12;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2392;Disjuntor Tipo Nema, Tripolar 10 Ate 50A, Tensao Maxima de 415 V;-;un.;71,82;dez/24;SINAPI 2024
CA BT;DISJUNTOR;2373;Disjuntor Tipo Nema, Tripolar 60 Ate 100 A, Tensao Maxima de 415 V;-;un.;101,2;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39459;Dispositivo Dr, 2 Polos, Sensibilidade de 30 MA, Corrente de 100 A, Tipo Ac;-;un.;253,35;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39445;Dispositivo Dr, 2 Polos, Sensibilidade de 30 MA, Corrente de 25 A, Tipo Ac;-;un.;127,21;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39446;Dispositivo Dr, 2 Polos, Sensibilidade de 30 MA, Corrente de 40 A, Tipo Ac;-;un.;129,47;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39447;Dispositivo Dr, 2 Polos, Sensibilidade de 30 MA, Corrente de 63 A, Tipo Ac;-;un.;138,45;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39448;Dispositivo Dr, 2 Polos, Sensibilidade de 30 MA, Corrente de 80 A, Tipo Ac;-;un.;236,09;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39450;Dispositivo Dr, 2 Polos, Sensibilidade de 300 MA, Corrente de 25 A, Tipo Ac;-;un.;144,04;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39451;Dispositivo Dr, 2 Polos, Sensibilidade de 300 MA, Corrente de 40 A, Tipo Ac;-;un.;157,11;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39452;Dispositivo Dr, 2 Polos, Sensibilidade de 300 MA, Corrente de 63 A, Tipo Ac;-;un.;158,05;dez/24;SINAPI 2024
CA BT;DISJUNTOR;39523;Dispositivo Dr, 2 Polos, Sensibilidade de 300 MA, Corrente de 80 A, Tipo Ac;-;un.;264,49;dez/24;SINAPI 2024
